n,Iterative,Recursive,Dynamic Programming
9129,0.46684,-,0.66754
9130,0.46729,-,0.66822
9131,0.46684,-,0.66752
9132,0.41735,-,0.61745
9133,0.46680,-,0.66762
9134,0.46748,-,0.66802
9135,0.41684,-,0.61745
9136,0.46735,-,0.61747
9137,0.46684,-,0.81835
9138,0.46717,-,0.61775
9139,0.46749,-,0.76791
9140,0.46730,-,0.61742
9141,0.41663,-,0.66737
9142,0.46712,-,0.66800
9143,0.46709,-,0.76771
9144,0.46679,-,0.61724
9145,0.46677,-,0.71726
9146,0.46730,-,0.66789
9147,0.46759,-,0.76800
9148,0.41681,-,0.66761
9149,0.46695,-,0.71774
9150,0.46731,-,0.86889
9151,0.46690,-,0.66759
9152,0.46698,-,0.71793
9153,0.46705,-,0.76795
9154,0.46754,-,0.66805
9155,0.46674,-,0.66749
9156,0.46687,-,0.71763
9157,0.46694,-,0.76764
9158,0.46672,-,0.66815
9159,0.41625,-,0.66762
9160,0.46720,-,0.71714
9161,0.46740,-,0.66748
9162,0.41718,-,0.71814
9163,0.41685,-,0.71813
9164,0.46694,-,0.66758
9165,0.46692,-,0.66776
9166,0.41724,-,0.66799
9167,0.41755,-,0.66827
9168,0.46740,-,0.61720
9169,0.46703,-,0.71780
9170,0.46761,-,0.61809
9171,0.41717,-,0.66803
9172,0.46745,-,0.61743
9173,0.46698,-,0.61724
9174,0.46720,-,0.66801
9175,0.46709,-,0.66790
9176,0.46732,-,0.61778
9177,0.46734,-,0.71839
9178,0.46722,-,0.81860
9179,0.46744,-,0.71727
9180,0.46723,-,0.61750
9181,0.46698,-,0.71810
9182,0.46696,-,0.66783
9183,0.46725,-,0.66810
9184,0.46706,-,0.66794
9185,0.46726,-,0.71803
9186,0.41698,-,0.66763
9187,0.46711,-,0.66839
9188,0.46745,-,0.66814
9189,0.46705,-,0.71813
9190,0.46728,-,0.66767
9191,0.46742,-,0.71742
9192,0.46802,-,0.61762
9193,0.41710,-,0.71819
9194,0.41732,-,0.61769
9195,0.41712,-,0.66756
9196,0.46707,-,0.66791
9197,0.46719,-,0.66799
9198,0.46747,-,0.66794
9199,0.46692,-,0.71815
9200,0.46742,-,0.66805
9201,0.46731,-,0.66784
9202,0.46701,-,0.66796
9203,0.41704,-,0.71813
9204,0.46728,-,0.71815
9205,0.46747,-,0.76817
9206,0.41670,-,0.66809
9207,0.46711,-,0.71779
9208,0.46722,-,0.71809
9209,0.46723,-,0.66778
9210,0.41674,-,0.61779
9211,0.46727,-,0.66799
9212,0.46732,-,0.61789
9213,0.46723,-,0.66773
9214,0.46728,-,0.71847
9215,0.41717,-,0.71772
9216,0.46724,-,0.61800
9217,0.46707,-,0.66822
9218,0.46697,-,0.66812
9219,0.46698,-,0.76836
9220,0.46723,-,0.66809
9221,0.46746,-,0.71805
9222,0.46730,-,0.66786
9223,0.46720,-,0.71803
9224,0.46713,-,0.61752
9225,0.46739,-,0.71806
9226,0.41719,-,0.61760
9227,0.46713,-,0.71793
9228,0.46721,-,0.71819
9229,0.46735,-,0.66783
9230,0.46723,-,0.71802
9231,0.46739,-,0.76782
9232,0.46728,-,0.66803
9233,0.46734,-,0.71807
9234,0.46766,-,0.66816
9235,0.46708,-,0.76818
9236,0.46754,-,0.61783
9237,0.46699,-,0.71809
9238,0.46728,-,0.66780
9239,0.46722,-,0.71812
9240,0.46717,-,0.66797
9241,0.41708,-,0.66769
9242,0.46731,-,0.66784
9243,0.41738,-,0.71804
9244,0.46737,-,0.66781
9245,0.46732,-,0.71813
9246,0.46715,-,0.71816
9247,0.51739,-,0.71784
9248,0.46737,-,0.66803
9249,0.46735,-,0.71826
9250,0.46768,-,0.66744
9251,0.46735,-,0.76817
9252,0.46770,-,0.66808
9253,0.46723,-,0.71810
9254,0.46722,-,0.66780
9255,0.46718,-,0.66736
9256,0.46710,-,0.71793
9257,0.46749,-,0.81820
9258,0.41717,-,0.71796
9259,0.46702,-,0.71819
9260,0.46649,-,0.66814
9261,0.46697,-,0.76825
9262,0.46705,-,0.66809
9263,0.46736,-,0.81831
9264,0.46663,-,0.61780
9265,0.46664,-,0.71799
9266,0.46728,-,0.66791
9267,0.46734,-,0.76820
9268,0.46713,-,0.76791
9269,0.41724,-,0.76820
9270,0.46699,-,0.66792
9271,0.51733,-,0.71781
9272,0.46736,-,0.71829
9273,0.46736,-,0.71801
9274,0.46730,-,0.76816
9275,0.46690,-,0.76825
9276,0.46733,-,0.66784
9277,0.46752,-,0.81843
9278,0.46746,-,0.66763
9279,0.46709,-,0.71798
9280,0.46713,-,0.61829
9281,0.46728,-,0.76801
9282,0.46696,-,0.66788
9283,0.46753,-,0.81827
9284,0.46714,-,0.66791
9285,0.46697,-,0.71812
9286,0.46704,-,0.71832
9287,0.46715,-,0.71821
9288,0.46703,-,0.66787
9289,0.46719,-,0.66789
9290,0.46729,-,0.71772
9291,0.46727,-,0.76819
9292,0.46703,-,0.61775
9293,0.46728,-,0.66784
9294,0.46725,-,0.66817
9295,0.46707,-,0.71810
9296,0.51767,-,0.66792
9297,0.46730,-,0.76824
9298,0.51743,-,0.66782
9299,0.51704,-,0.76816
9300,0.46680,-,0.71799
9301,0.46741,-,0.76821
9302,0.46729,-,0.66799
9303,0.46718,-,0.71793
9304,0.46709,-,0.66775
9305,0.46736,-,0.76819
9306,0.46718,-,0.66763
9307,0.46690,-,0.71842
9308,0.46716,-,0.81804
9309,0.46697,-,0.76796
9310,0.46679,-,0.71800
9311,0.46698,-,0.81842
9312,0.46731,-,0.61778
9313,0.46741,-,0.66799
9314,0.46743,-,0.71768
9315,0.46750,-,0.76815
9316,0.46850,-,0.66745
9317,0.46708,-,0.71740
9318,0.46735,-,0.71803
9319,0.46710,-,0.76790
9320,0.46716,-,0.66797
9321,0.46714,-,0.71808
9322,0.46736,-,0.66753
9323,0.46720,-,0.76829
9324,0.46722,-,0.71809
9325,0.46720,-,0.81833
9326,0.46722,-,0.66808
9327,0.46681,-,0.76788
9328,0.46706,-,0.71820
9329,0.46754,-,0.76829
9330,0.46695,-,0.71785
9331,0.46738,-,0.71813
9332,0.51779,-,0.81852
9333,0.46732,-,0.76961
9334,0.46709,-,0.66785
9335,0.46707,-,0.71797
9336,0.46739,-,0.71809
9337,0.46698,-,0.66784
9338,0.46747,-,0.71811
9339,0.51750,-,0.71804
9340,0.46716,-,0.71820
9341,0.46724,-,0.81835
9342,0.46707,-,0.71814
9343,0.46710,-,0.76840
9344,0.46688,-,0.66749
9345,0.46721,-,0.76825
9346,0.46734,-,0.71771
9347,0.46668,-,0.81836
9348,0.46737,-,0.66781
9349,0.46729,-,0.66750
9350,0.46706,-,0.71792
9351,0.46722,-,0.76811
9352,0.46690,-,0.66765
9353,0.46689,-,0.81848
9354,0.46721,-,0.66767
9355,0.46738,-,0.71774
9356,0.46737,-,0.66793
9357,0.46754,-,0.71803
9358,0.46736,-,0.86880
9359,0.51727,-,0.71813
9360,0.46723,-,0.66795
9361,0.46758,-,0.71791
9362,0.46705,-,0.66769
9363,0.46687,-,0.71759
9364,0.46685,-,0.71794
9365,0.46689,-,0.81799
9366,0.46732,-,0.71771
9367,0.46731,-,0.71807
9368,0.46709,-,0.61738
9369,0.46681,-,0.66756
9370,0.46756,-,0.71770
9371,0.46678,-,0.66744
9372,0.46739,-,0.66758
9373,0.46677,-,0.76794
9374,0.46715,-,0.66777
9375,0.46735,-,0.71782
9376,0.46682,-,0.66776
9377,0.46686,-,0.71766
9378,0.46752,-,0.66815
9379,0.46689,-,0.71769
9380,0.51754,-,0.66754
9381,0.46679,-,0.76781
9382,0.46737,-,0.66796
9383,0.46768,-,0.71813
9384,0.46752,-,0.81860
9385,0.46695,-,0.76821
9386,0.46735,-,0.66813
9387,0.46721,-,0.71778
9388,0.46708,-,0.66803
9389,0.46707,-,0.71832
9390,0.46727,-,0.71809
9391,0.46736,-,0.76819
9392,0.46699,-,0.76806
9393,0.46705,-,0.71778
9394,0.46751,-,0.66793
9395,0.46707,-,0.66799
9396,0.51742,-,0.61779
9397,0.46694,-,0.71822
9398,0.46734,-,0.66785
9399,0.46767,-,0.71831
9400,0.46720,-,0.66794
9401,0.46692,-,0.76825
9402,0.46737,-,0.71793
9403,0.46728,-,0.76799
9404,0.46721,-,0.66740
9405,0.46703,-,0.71809
9406,0.46755,-,0.71813
9407,0.46688,-,0.71784
9408,0.46718,-,0.81872
9409,0.46723,-,0.81825
9410,0.46737,-,0.66784
9411,0.46718,-,0.66836
9412,0.46723,-,0.66816
9413,0.46700,-,0.76797
9414,0.46730,-,0.71808
9415,0.46736,-,0.71821
9416,0.46742,-,0.66787
9417,0.46726,-,0.81835
9418,0.46716,-,0.71798
9419,0.46753,-,0.76820
9420,0.46735,-,0.61761
9421,0.46725,-,0.76827
9422,0.51735,-,0.66853
9423,0.46705,-,0.76801
9424,0.46736,-,0.71815
9425,0.46745,-,0.81822
9426,0.46777,-,0.71795
9427,0.46723,-,0.76819
9428,0.46722,-,0.71770
9429,0.46726,-,0.81829
9430,0.46726,-,0.71804
9431,0.46718,-,0.71833
9432,0.46722,-,0.66790
9433,0.46727,-,0.71819
9434,0.51743,-,0.66803
9435,0.46752,-,0.86844
9436,0.46721,-,0.66789
9437,0.46722,-,0.86840
9438,0.46746,-,0.66819
9439,0.46714,-,0.76819
9440,0.46710,-,0.66791
9441,0.46731,-,0.76805
9442,0.46719,-,0.71827
9443,0.46721,-,0.81815
9444,0.46740,-,0.71792
9445,0.51726,-,0.71783
9446,0.46692,-,0.71794
9447,0.46714,-,0.71803
9448,0.51749,-,0.66808
9449,0.46743,-,0.76801
9450,0.51728,-,0.66803
9451,0.46727,-,0.76805
9452,0.46712,-,0.71856
9453,0.51764,-,0.81852
9454,0.46682,-,0.66781
9455,0.46742,-,0.71813
9456,0.46710,-,0.71819
9457,0.46724,-,0.81844
9458,0.46726,-,0.81792
9459,0.46691,-,0.81826
9460,0.46757,-,0.81845
9461,0.46727,-,0.86906
9462,0.46676,-,0.71769
9463,0.46690,-,0.76824
9464,0.46727,-,0.66762
9465,0.46711,-,0.76794
9466,0.46707,-,0.71817
9467,0.46730,-,0.81832
9468,0.46732,-,0.66761
9469,0.46683,-,0.81818
9470,0.46728,-,0.71768
9471,0.46732,-,0.76817
9472,0.46706,-,0.71811
9473,0.51738,-,0.81836
9474,0.46741,-,0.71788
9475,0.51703,-,0.81847
9476,0.46729,-,0.66796
9477,0.46731,-,0.76818
9478,0.46735,-,0.66771
9479,0.46705,-,0.71820
9480,0.46758,-,0.71830
9481,0.46723,-,0.76832
9482,0.51751,-,0.61799
9483,0.46714,-,0.76814
9484,0.46753,-,0.81860
9485,0.46737,-,0.76829
9486,0.46728,-,0.71805
9487,0.46708,-,0.71769
9488,0.46730,-,0.71811
9489,0.46752,-,0.71811
9490,0.46723,-,0.66801
9491,0.46732,-,0.81816
9492,0.46711,-,0.66808
9493,0.46726,-,0.76823
9494,0.46721,-,0.71772
9495,0.46726,-,0.76804
9496,0.46703,-,0.71750
9497,0.46746,-,0.81847
9498,0.46722,-,0.71782
9499,0.46757,-,0.76866
9500,0.46753,-,0.71776
9501,0.46726,-,0.71818
9502,0.46724,-,0.71816
9503,0.46741,-,0.76822
9504,0.46711,-,0.71825
9505,0.46698,-,0.76826
9506,0.46719,-,0.66814
9507,0.51756,-,0.86861
9508,0.51746,-,0.81850
9509,0.51750,-,0.66749
9510,0.46730,-,0.66771
9511,0.46734,-,0.71806
9512,0.46730,-,0.66765
9513,0.46768,-,0.71823
9514,0.46739,-,0.71833
9515,0.51740,-,0.76820
9516,0.46720,-,0.66822
9517,0.46744,-,0.81834
9518,0.46728,-,0.66749
9519,0.46709,-,0.76844
9520,0.46737,-,0.66817
9521,0.46737,-,0.76816
9522,0.46750,-,0.71824
9523,0.51754,-,0.76824
9524,0.46749,-,0.66797
9525,0.51738,-,0.81832
9526,0.46727,-,0.71829
9527,0.46724,-,0.81848
9528,0.46735,-,0.66775
9529,0.46731,-,0.76824
9530,0.46727,-,0.71803
9531,0.46728,-,0.76835
9532,0.46718,-,0.66768
9533,0.46730,-,0.76809
9534,0.46732,-,0.76857
9535,0.51843,-,0.76857
9536,0.46720,-,0.76903
9537,0.46742,-,0.76811
9538,0.46748,-,0.71785
9539,0.46730,-,0.81813
9540,0.46679,-,0.66814
9541,0.51726,-,0.81862
9542,0.46723,-,0.71814
9543,0.46741,-,0.76835
9544,0.51760,-,0.71854
9545,0.46724,-,0.81824
9546,0.46721,-,0.66794
9547,0.46719,-,0.76811
9548,0.51720,-,0.71838
9549,0.46744,-,0.81835
9550,0.51740,-,0.66792
9551,0.46725,-,0.76827
9552,0.51746,-,0.71818
9553,0.46719,-,0.76810
9554,0.46731,-,0.76804
9555,0.46692,-,0.81860
9556,0.51759,-,0.66800
9557,0.46737,-,0.76842
9558,0.46713,-,0.66788
9559,0.51742,-,0.81839
9560,0.46724,-,0.71799
9561,0.46738,-,0.76793
9562,0.46750,-,0.66825
9563,0.51768,-,0.76807
9564,0.51726,-,0.71851
9565,0.46732,-,0.76822
9566,0.46722,-,0.66792
9567,0.46720,-,0.71819
9568,0.46750,-,0.66776
9569,0.46730,-,0.76808
9570,0.46721,-,0.66786
9571,0.46716,-,0.81818
9572,0.46790,-,0.71810
9573,0.51717,-,0.81818
9574,0.46747,-,0.71801
9575,0.46719,-,0.86825
9576,0.46743,-,0.71769
9577,0.46696,-,0.81827
9578,0.46723,-,0.71800
9579,0.46740,-,0.81840
9580,0.46704,-,0.81839
9581,0.51699,-,0.76845
9582,0.51749,-,0.81862
9583,0.51739,-,0.86839
9584,0.51714,-,0.66792
9585,0.51731,-,0.76824
9586,0.51739,-,0.71812
9587,0.46727,-,0.81833
9588,0.51744,-,0.66784
9589,0.51734,-,0.81841
9590,0.51739,-,0.66781
9591,0.51767,-,0.81849
9592,0.51698,-,0.66800
9593,0.51702,-,0.76819
9594,0.51739,-,0.76812
9595,0.46727,-,0.76826
9596,0.46720,-,0.71808
9597,0.51689,-,0.86853
9598,0.46722,-,0.66779
9599,0.51737,-,0.81808
9600,0.46714,-,0.71773
9601,0.46724,-,0.81850
9602,0.46738,-,0.66799
9603,0.46725,-,0.71748
9604,0.46753,-,0.71813
9605,0.46732,-,0.86825
9606,0.51709,-,0.71807
9607,0.51724,-,0.86873
9608,0.51677,-,0.76866
9609,0.46721,-,0.81840
9610,0.46717,-,0.71778
9611,0.51769,-,0.76812
9612,0.46707,-,0.71816
9613,0.51754,-,0.86819
9614,0.46734,-,0.71745
9615,0.46737,-,0.81788
9616,0.46714,-,0.71812
9617,0.51744,-,0.81841
9618,0.46734,-,0.71852
9619,0.51735,-,0.76791
9620,0.51705,-,0.66776
9621,0.46724,-,0.76818
9622,0.46730,-,0.71830
9623,0.51708,-,0.81844
9624,0.46749,-,0.66788
9625,0.51716,-,0.76800
9626,0.46735,-,0.71788
9627,0.46744,-,0.81821
9628,0.46706,-,0.66801
9629,0.51745,-,0.76826
9630,0.51727,-,0.66793
9631,0.51754,-,0.86870
9632,0.51750,-,0.71818
9633,0.51702,-,0.81803
9634,0.46713,-,0.71808
9635,0.46720,-,0.81805
9636,0.46740,-,0.76776
9637,0.46718,-,0.71804
9638,0.46725,-,0.76791
9639,0.46695,-,0.76784
9640,0.46724,-,0.76832
9641,0.51721,-,0.81811
9642,0.46687,-,0.76787
9643,0.51708,-,0.76783
9644,0.46671,-,0.71695
9645,0.46649,-,0.71759
9646,0.46680,-,0.71765
9647,0.51710,-,0.81782
9648,0.51675,-,0.71804
9649,0.46730,-,0.86804
9650,0.51694,-,0.71760
9651,0.46702,-,0.81732
9652,0.46754,-,0.76783
9653,0.46695,-,0.76784
9654,0.51739,-,0.81816
9655,0.51684,-,0.81814
9656,0.46711,-,0.76802
9657,0.51757,-,0.81860
9658,0.46688,-,0.71779
9659,0.46695,-,0.81801
9660,0.46766,-,0.71777
9661,0.51742,-,0.71766
9662,0.51697,-,0.71783
9663,0.46681,-,0.81787
9664,0.46705,-,0.76832
9665,0.46744,-,0.81841
9666,0.46684,-,0.81793
9667,0.46677,-,0.81793
9668,0.51765,-,0.81796
9669,0.46694,-,0.76782
9670,0.51703,-,0.71772
9671,0.46682,-,0.81795
9672,0.51787,-,0.71810
9673,0.51734,-,0.76796
9674,0.51703,-,0.71770
9675,0.51701,-,0.81829
9676,0.46713,-,0.76825
9677,0.51695,-,0.76784
9678,0.51724,-,0.86823
9679,0.51651,-,0.86822
9680,0.51747,-,0.71754
9681,0.51749,-,0.81835
9682,0.51729,-,0.71788
9683,0.46698,-,0.86839
9684,0.51737,-,0.66748
9685,0.46676,-,0.71774
9686,0.51704,-,0.71793
9687,0.46710,-,0.86805
9688,0.46735,-,0.76805
9689,0.51762,-,0.86843
9690,0.46682,-,0.71775
9691,0.51693,-,0.81781
9692,0.51744,-,0.66798
9693,0.46694,-,0.86823
9694,0.46718,-,0.76792
9695,0.51757,-,0.81838
9696,0.51722,-,0.66764
9697,0.46686,-,0.76779
9698,0.51703,-,0.66745
9699,0.51757,-,0.71788
9700,0.51694,-,0.66756
9701,0.51696,-,0.86817
9702,0.51796,-,0.86833
9703,0.51734,-,0.76754
9704,0.46708,-,0.66754
9705,0.46672,-,0.76828
9706,0.51755,-,0.71770
9707,0.51685,-,0.71772
9708,0.46730,-,0.66769
9709,0.46681,-,0.81841
9710,0.51734,-,0.66798
9711,0.51737,-,0.81841
9712,0.46704,-,0.71774
9713,0.51698,-,0.81832
9714,0.51736,-,0.66773
9715,0.51704,-,0.76795
9716,0.51701,-,0.76856
9717,0.51683,-,0.86838
9718,0.51746,-,0.76826
9719,0.51736,-,0.86837
9720,0.51677,-,0.71756
9721,0.51702,-,0.81815
9722,0.51705,-,0.66785
9723,0.51699,-,0.71768
9724,0.51716,-,0.91864
9725,0.51730,-,0.76829
9726,0.51785,-,0.71808
9727,0.51734,-,0.81827
9728,0.46676,-,0.76801
9729,0.46716,-,0.86818
9730,0.51773,-,0.76817
9731,0.51701,-,0.76779
9732,0.51671,-,0.66756
9733,0.51695,-,0.86803
9734,0.51752,-,0.71818
9735,0.51772,-,0.81826
9736,0.51711,-,0.71763
9737,0.51703,-,0.86793
9738,0.46717,-,0.71764
9739,0.51751,-,0.81807
9740,0.46678,-,0.76795
9741,0.51743,-,0.76822
9742,0.51695,-,0.71796
9743,0.51737,-,0.91861
9744,0.51686,-,0.71730
9745,0.51705,-,0.81789
9746,0.46731,-,0.71768
9747,0.51691,-,0.76764
9748,0.51730,-,0.81811
9749,0.51748,-,0.86818
9750,0.51742,-,0.71829
9751,0.46737,-,0.86851
9752,0.51707,-,0.66794
9753,0.46706,-,0.86788
9754,0.51763,-,0.71785
9755,0.51696,-,0.81809
9756,0.51749,-,0.81830
9757,0.51705,-,0.76805
9758,0.51791,-,0.76807
9759,0.46693,-,0.76770
9760,0.51703,-,0.71779
9761,0.51709,-,0.81801
9762,0.51758,-,0.71761
9763,0.51719,-,0.76793
9764,0.51700,-,0.66756
9765,0.46726,-,0.86806
9766,0.46711,-,0.71785
9767,0.51774,-,0.81847
9768,0.46679,-,0.66752
9769,0.51683,-,0.81789
9770,0.51739,-,0.71802
9771,0.51700,-,0.81815
9772,0.51733,-,1.11884
9773,0.51705,-,0.71812
9774,0.56758,-,0.76783
9775,0.51700,-,0.81775
9776,0.51680,-,0.71784
9777,0.51693,-,0.81789
9778,0.51727,-,0.71728
9779,0.51673,-,0.76813
9780,0.51716,-,0.81826
9781,0.51720,-,0.86806
9782,0.51755,-,0.76808
9783,0.51695,-,0.71761
9784,0.51759,-,0.71804
9785,0.51697,-,0.81793
9786,0.51763,-,0.71770
9787,0.51708,-,0.76800
9788,0.51662,-,0.76807
9789,0.51718,-,0.86830
9790,0.51761,-,0.76783
9791,0.51775,-,0.76756
9792,0.51699,-,0.71769
9793,0.51717,-,0.81798
9794,0.56720,-,0.71770
9795,0.51725,-,0.71801
9796,0.51732,-,0.91885
9797,0.51693,-,0.86777
9798,0.51755,-,0.81863
9799,0.46680,-,0.81827
9800,0.51696,-,0.76794
9801,0.51686,-,0.86809
9802,0.51724,-,0.71769
9803,0.51711,-,0.81806
9804,0.51731,-,0.71822
9805,0.51694,-,0.81785
9806,0.51769,-,0.71783
9807,0.51722,-,0.81815
9808,0.51763,-,0.81781
9809,0.51689,-,0.81799
9810,0.51704,-,0.71760
9811,0.51709,-,0.86827
9812,0.51739,-,0.76782
9813,0.51734,-,0.81791
9814,0.51720,-,0.71771
9815,0.51722,-,0.86816
9816,0.51723,-,0.71782
9817,0.51699,-,0.81795
9818,0.51730,-,0.91854
9819,0.51704,-,0.86814
9820,0.51755,-,0.76803
9821,0.51727,-,0.76778
9822,0.51719,-,0.76754
9823,0.51699,-,0.86802
9824,0.51747,-,0.81835
9825,0.56708,-,0.81825
9826,0.51716,-,0.71779
9827,0.51737,-,0.81811
9828,0.51743,-,0.71780
9829,0.51775,-,0.91885
9830,0.51731,-,0.76786
9831,0.51722,-,0.86823
9832,0.51674,-,0.76854
9833,0.51751,-,0.81822
9834,0.51792,-,0.76813
9835,0.51702,-,0.86853
9836,0.51686,-,0.71823
9837,0.51741,-,0.86872
9838,0.51752,-,0.76821
9839,0.51717,-,0.81830
9840,0.51755,-,0.86871
9841,0.51746,-,0.86853
9842,0.51765,-,0.76838
9843,0.51744,-,0.86816
9844,0.51736,-,0.76819
9845,0.51711,-,0.81838
9846,0.51731,-,0.76836
9847,0.56713,-,0.86842
9848,0.51725,-,0.71809
9849,0.51739,-,0.81849
9850,0.51738,-,0.76854
9851,0.51732,-,0.91868
9852,0.51719,-,0.81818
9853,0.51744,-,0.91868
9854,0.51735,-,0.71820
9855,0.51741,-,0.86809
9856,0.51729,-,0.71803
9857,0.51737,-,0.86834
9858,0.51700,-,0.76803
9859,0.51747,-,0.76813
9860,0.51733,-,0.71814
9861,0.51710,-,0.86830
9862,0.51762,-,0.86818
9863,0.51733,-,0.86824
9864,0.51791,-,0.81827
9865,0.51742,-,0.86849
9866,0.51747,-,0.71814
9867,0.51761,-,0.76824
9868,0.51737,-,0.71808
9869,0.51753,-,0.86822
9870,0.51718,-,0.81841
9871,0.51756,-,0.86861
9872,0.51762,-,0.71795
9873,0.51721,-,0.91854
9874,0.51728,-,0.71812
9875,0.51729,-,0.91848
9876,0.51721,-,0.76865
9877,0.51726,-,0.96871
9878,0.51732,-,0.76831
9879,0.51748,-,0.86839
9880,0.51739,-,0.76839
9881,0.51730,-,0.76807
9882,0.51774,-,0.71815
9883,0.51770,-,0.86832
9884,0.51722,-,0.76848
9885,0.51762,-,0.91855
9886,0.51769,-,0.91864
9887,0.51729,-,0.76827
9888,0.51721,-,0.76794
9889,0.51756,-,0.86852
9890,0.56768,-,0.81859
9891,0.51740,-,0.91830
9892,0.56785,-,0.76836
9893,0.51714,-,0.91835
9894,0.51739,-,0.76795
9895,0.51682,-,0.91800
9896,0.51751,-,0.71782
9897,0.51729,-,0.86833
9898,0.51733,-,0.76805
9899,0.56757,-,0.91888
9900,0.51724,-,0.76856
9901,0.51740,-,0.86854
9902,0.51736,-,0.71810
9903,0.51746,-,0.86860
9904,0.51727,-,1.06886
9905,0.51762,-,0.81838
9906,0.51736,-,0.76833
9907,0.56766,-,0.76791
9908,0.51745,-,0.86862
9909,0.51732,-,0.91791
9910,0.51776,-,0.76827
9911,0.51745,-,0.81843
9912,0.51740,-,0.76781
9913,0.51734,-,0.86837
9914,0.51743,-,0.76845
9915,0.51727,-,0.86808
9916,0.51772,-,0.76824
9917,0.51738,-,0.86835
9918,0.51727,-,0.76805
9919,0.56722,-,0.91871
9920,0.51746,-,0.76883
9921,0.51719,-,0.91851
9922,0.51712,-,0.71797
9923,0.51738,-,0.86844
9924,0.51724,-,0.76829
9925,0.51688,-,0.86835
9926,0.51761,-,0.76826
9927,0.51692,-,0.91820
9928,0.51768,-,0.81828
9929,0.51717,-,0.91854
9930,0.51728,-,0.81818
9931,0.51729,-,0.86857
9932,0.51794,-,0.96843
9933,0.51739,-,0.91842
9934,0.51718,-,0.76765
9935,0.51744,-,0.81832
9936,0.51710,-,0.71805
9937,0.56772,-,0.86838
9938,0.51730,-,0.76798
9939,0.56746,-,0.86816
9940,0.51730,-,0.76807
9941,0.51756,-,0.86861
9942,0.51726,-,0.76808
9943,0.51737,-,0.86849
9944,0.51740,-,0.71794
9945,0.51750,-,0.86832
9946,0.51722,-,0.76828
9947,0.56757,-,0.91870
9948,0.51732,-,0.71787
9949,0.51726,-,0.86858
9950,0.51746,-,0.71814
9951,0.51757,-,0.86869
9952,0.51748,-,0.71801
9953,0.51718,-,0.91868
9954,0.56765,-,0.91863
9955,0.56750,-,0.81859
9956,0.51741,-,0.76833
9957,0.51738,-,0.76818
9958,0.51763,-,0.71804
9959,0.51677,-,0.81793
9960,0.56751,-,0.76761
9961,0.51736,-,0.91846
9962,0.51743,-,0.76808
9963,0.51742,-,0.96871
9964,0.51748,-,0.76820
9965,0.51743,-,0.86848
9966,0.51742,-,0.76818
9967,0.51733,-,0.86851
9968,0.51755,-,0.81837
9969,0.51746,-,0.91870
9970,0.51730,-,0.76801
9971,0.56735,-,0.86852
9972,0.51776,-,0.76876
9973,0.51758,-,0.86829
9974,0.51747,-,0.76822
9975,0.51704,-,0.96878
9976,0.56780,-,0.91866
9977,0.51744,-,0.81835
9978,0.51707,-,0.76822
9979,0.51730,-,0.91875
9980,0.51723,-,0.81841
9981,0.56770,-,0.91870
9982,0.51729,-,0.71820
9983,0.51745,-,0.91856
9984,0.51743,-,0.76839
9985,0.56758,-,0.91853
9986,0.51753,-,0.91856
9987,0.51749,-,0.91893
9988,0.51745,-,0.76836
9989,0.51743,-,0.96876
9990,0.51754,-,0.76827
9991,0.56758,-,0.91873
9992,0.51740,-,0.71785
9993,0.51739,-,0.86807
9994,0.51702,-,0.76826
9995,0.56736,-,0.86836
9996,0.51742,-,0.81812
9997,0.51721,-,0.91855
9998,0.56774,-,0.86858
9999,0.51744,-,0.86786
10000,0.51756,-,0.81843
10001,0.51745,-,0.91875
10002,0.51729,-,0.71817
10003,0.51734,-,0.96904
10004,0.51777,-,0.81825
10005,0.51732,-,0.91870
10006,0.51715,-,0.76829
10007,0.56740,-,0.86839
10008,0.51766,-,0.76821
10009,0.51738,-,1.01874
10010,0.56745,-,0.81828
10011,0.51735,-,0.91866
10012,0.51765,-,0.76883
10013,0.51725,-,0.96905
10014,0.51730,-,0.76799
10015,0.51746,-,0.86849
10016,0.51745,-,0.76813
10017,0.51719,-,0.86872
10018,0.56755,-,0.86870
10019,0.51752,-,0.91888
10020,0.56779,-,0.86861
10021,0.51723,-,0.96890
10022,0.51786,-,0.76819
10023,0.51702,-,0.96874
10024,0.51707,-,0.76818
10025,0.51746,-,0.91869
10026,0.56757,-,0.76765
10027,0.51669,-,0.86777
10028,0.56763,-,0.81850
10029,0.51730,-,0.91859
10030,0.51764,-,0.76787
10031,0.51742,-,0.96866
10032,0.56736,-,0.76793
10033,0.51737,-,0.96872
10034,0.51746,-,0.76766
10035,0.51727,-,0.91843
10036,0.56765,-,0.76790
10037,0.51729,-,0.91877
10038,0.51732,-,0.76822
10039,0.51729,-,0.91867
10040,0.56785,-,0.71800
10041,0.56736,-,0.96862
10042,0.56787,-,0.86873
10043,0.51731,-,0.81856
10044,0.56756,-,0.86839
10045,0.56749,-,0.81847
10046,0.51739,-,0.81822
10047,0.51738,-,0.86785
10048,0.51761,-,0.76811
10049,0.51720,-,0.91863
10050,0.51733,-,0.76830
10051,0.51723,-,0.91887
10052,0.51717,-,0.81811
10053,0.51704,-,0.91854
10054,0.51717,-,0.76815
10055,0.56749,-,0.96874
10056,0.51752,-,0.81851
10057,0.56761,-,0.91845
10058,0.51735,-,0.76841
10059,0.51769,-,0.91863
